,n,Labels,comment_text
2282,12.0,0,nu verkar det ju lite oklart om mgm faktiskt är från märsta
6178,,1,aftonhoran skriver vem är åringen och gripit
7942,,1,nu vet inte jag hur många säpo har på sina jävla listor men kan de inte bara plocka in alla och sedan deportera dem vem fan hamnar på säpo s lista över misstänka terrorister om man är oskyldig och expressen skriver någon jäkla debatt om en tiggare eller jag påkörd för helvete orkar ej och svt har på sin förstasida någon jävla krönika som skriver om hur fattigdom är skälet till att terrorn nått sverige vad fan skall behöva hända för att en del kan sluta försvara allt som är när deras deras barn bli lemlästade fy fan vad jag blir trött snyfthistoria om hur fattigdom i uzbekistan en gång för terrorism
4093,4.0,0,bra jobbat av chauffören
5285,,1,blir nog en ny trafiksituation i år när folk inte längre vågar nyttja kollektiva färdmedel eller vistas på offentliga platser men magnus betner går ut snart och talar lugnande kring er sverige har aldrig varit tryggare
7717,,1,övertygad att dom gripna har begått dåd tidigare men inte i sverige trist att svenska rättsväsendet dessvärre helt tappat fokus över vilka som befinner sig i ert land mgm hade fått utvisningsbeslut varför verkställs det inte istället ordnar dom en ny rekrytering en uzbekier har ju asylskäl ungefär som afghaner
386,46.0,0,kan tänka mig att de lärt sig från st  petersburg  i så fall är det snabbt agerat    det ska ha varit anledningen till varför inte den fjärrstyrda bomben utlöstes i tågstationen    det skulle kunna vara anledningen till varför mobilnätet är dött  om det nu är det
1628,11.0,0,den preliminära uppgiften om skadeläget är fyra avlidna och  skadade personer
3585,19.0,0,fridhemsplan var en facebook sanning  de skjuter vid fridhemsplan  åk inte dit    massiv spridning    aftonbladet refererade dessutom till facebook
5532,,1,kolla detta kränkta muslimer som bara gillar att tysk tv benämner det som terrorattack
2714,52.0,0,att man vittnar om att gud är en och att muhammed är hans profet  man gör t ex  gesten när man läser trosbekännelsen under den muslimska bönen  det är i sig inget extremistiskt över gesten  men när en jeppe gör den på hälften av alla foton i familjealbumet är det lite varningsklocka
5360,,1,tja en suv en större bil lär ha kunnat dra ner minst lika många som lastbilen jag ser hellre en lösning där potentiella ja hur lite potentiella som kan förpassas iväg från landet eller låses in
6482,,1,det här får sverige ta på sitt ansvar och alla politiker som varit öppna om att massinvasion av invandrare det finns ca liknande personer på våra gator som mgm det för alla isis celler i sverige som vänt hem till mellanmjölken och pk korrekta sverige öppna era hjärtan och era varma små kurder och allihopa terrorn är här och kommer stanna detta attentat och inte det sista i sverige skulle jag gissa på
7945,,1,visst men man ska nog inte glömma att terror mussarna dricker knarkar och festar rent allmänt för att gå bakom radarn som en medlem i en större plan det handlar nog ändå om problematiska människor som tytt sig åt och omfamnats av den ultimata terror religionen dvs islam och som gängkriminella gäng härjar i landet men skyddade av islamvurmare ända upp ifrån regeringen och finansierade av skattepengar
3189,6.0,0,hörde det precis på sveriges radio
8631,,1,det där ser uppenbarligen ut att vara en fokuserad och van vapenanvändare nämligen polis eller personskyddsväktare som av en ren välvilja ser fototillfället och av något skäl själv inte ens kan gissa råkar peka vapnet uppåt samt helt korrekt med fingret utefter manteln stomme finns inget annat vapenrunkare på flashback kan diskutera sul position isoceles och weaver stance eller lågt liggande eller vad den nu önskar men skriver det i en annan tråd är ni snälla
4305,26.0,0,har svårt att fatta att kroppar bara kan gå itu  som om dom skurits av  trodde dom tillplattades     kanske en makaber onödig reflektion att ta upp
909,24.0,0,känns helt osannolikt att bara  personer skulle vara skadade döda med tanke på hur packat det brukar vara vid bara korsningen mäster samuelsgatan drottninggatan
6876,,1,de flesta svenskar som ännu inte vaknat upp inför det läget att vi släppt in tiotusentals potentiella terrorister bara de senaste åren tiotusentals personer som svenska myndigheter inte har någon som helst koll på vilka de är eller var de befinner sig allt det här har vi låtit ske eller börjar vi betala priset på vår godhet det som hänt idag är förmodligen bara en liten glimt av hur framtiden kom att se även i verkligheten frågan är hur vi svenskar ställer oss till detta tycker vi detta är förfärligt om inte vad kommer vi åt egentligen
1866,14.0,0,brukar jihadister ha svart rånarluva  ingen av de anda lastbilsterroristerna har ju haft det
1842,40.0,0,jag tror inte rätt man är gripen  polisen är väldigt luddiga i sina formuleringar    kanske blir som när anna lindh mördades  en helt oskyldig fick skiten tills de hade rätt person  kändes som att det var för att visa handlingskraft
2497,13.0,0,fanns pub på båda sidor av drottninggatan  nu blev det ännu mera rörigt
7432,,1,svårt att säga den egypten i alla fall som jag skulle ha gissat på efter att ha sett exprgessens klassiska bild på Lite slapp hållning i alla fall precis som jag kan förvänta sig
8003,,1,helvetes vad kassa svt är rent otroligt Vår nyhetskälla är bäst just alltid
5768,,1,hur kan leda bara ett nytt resonemang det finns väl en anledning till ari det är olagligt att lämna nycklarna i bilen hur vet du att de garanterat fått tag i en pi annat håll kanske inte på min gågata stockholm mest besökta isf
5054,12.0,0,nej  du har förstått rätt  han hade inget med saken att göra
4006,37.0,0,osäker på om detta postats tidigare     grafik och hyfsat detaljerat händelseförlopp fr o m lastbilskapningen  nuvarande karta   tidigare karta  tydligare gatunamn                                   min feting  återstår väl att se om gm  siktade  eller om han tappade kontrollen över bilen
2702,22.0,0,notera halsduken  som jag skrev tidigare så är hizb ut tahrir en i många länder terrorklassad organisation med samma slutmål som isis
7465,,1,det är mycket troligt så man hemlighåller antalet döda lika länge det går för att inte lynchningar skall börja du har inte mött de arga svenskarna ringa hem i dag det är någon helt annan stämning än det brukar vara med feg svenne
331,28.0,0,de vet mer om gärningsmannen än vad vi vet  det är sannolikt is  annars hade man direkt konstaterat att snubben är vit för att inte spä på rasismen
5338,,1,om reklam handlar om en ensam galning så verkar många ensamma galningar vara bättre och inte så ensamma
5365,,1,och kommer inte hitta gärningsman gärningsmän tyvärr blir polisen totalt inkompetent ett nytt palme
2459,4.0,0,är ju redan plockade
1774,32.0,0,lastbilschauffören är inte skyldig på något sätt  bara för att man lämnar fönstret öppet så får man inte hoppa in  visst fönstret skulle varit stängt men nu är det som det är
5960,,1,precis vara här är bara början eller idioten som bara sprängde sig ensam på drottninggatan var början men det stämmer väl inte
5953,,1,finns det nåt vettig live att inte höra än svts kärringar med otroligt enerverande gnälliga v
2686,42.0,0,som jag skrev   är man så korkad att man lämnar nyckeln kvar i tändningslåset och inte tar den med sig när han lämnar hytten är så korkat så man baxnar  nej  han borde vara arbetslös från och med måndag och lastbilskörkortet indraget
7653,,1,Kolla vad snuten läcker läcker tom säpo så går snacket när snuten knullar horor tills hyenorna får trycka på dem
7375,,1,så agerar stockholm överallt och det dräller av ockupanter i oklart syfte nere på centrala stan oavsett tid på dygnet man ser ju också på gamla bilder att det är horder av babbar som står och hänger och fäktar med mobilkamerorna
6346,,1,inser folk så här dagen efteråt hur tragiskt det är att inte fler dog i denna vidriga terrorattack han har kört i galen fart ner en gata packad med folk hade han på andra sidan gatan kanske flera svenskar hade dött jag är fortfarande chockad och är fylld med hat mot den äckliga religionen islam som fått för högt fäste i sverige och det pågår med flera moskeer i västvärlden som öppet bjuder in extrema talare och inget görs nu fan ska foten sättas ner för snart hade vi saken i egna händer tack vare oss fega politiker
6687,,1,eliasson anser inte att militär bör kallas in så bra tryggt att veta jävla mycket flintskalle varför inte vad fan måste väl hända för att militär ska kallas eller då inte nuke gahhh
7911,,1,bara vare din särskrivning har jag svårt att ta dig på jobbet jag är egentligen inget stort nöje av media men g har svårt att tro att man säger att man gripit förövaren om hen f själva verket inte har det doesn t make that sense precis som ditt tankesätt är ju inte direkt logiskt heller att man spärrar av hela innerstan efter ev gärningsman om han idag sitter avliden i hytten
6950,,1,inget ska väl bekräftat och bekräftat namn bakom en gärningsman eller ett motiv men med stor säkerhet berör det dig om kränkta muhammed krigare som misslyckats med att finna martyrdöden i syrien säga något i den stilen
7820,,1,enligt vittnen igår minuten efter att lastbilen kom in i åhlens såg de en svartklädd man skrek något och viftade med pistol vem är det han som körde tydligen var det folk som filmade om ni var på plats igår så lägg upp filmer här inte på de stackars offren utan på mannen ovan eller delge dessa till polisen allt material hjälper polisen i sitt arbete att de har dödat en åring som dessutom erkänner attacken som lite väl enkelt Att de går så snabbt att gripa någon så är det sällan rätt person kan vara någon att täcker upp runt en annan så sant sånt där skit från aftonblaskan gör är så jävla upprörd enligt dessa s k journalister så är det som att nu inte finns utrymme att vara arg och skeptisk mot våra politiker just nu jag skiter i vad fan terroristerna vill åstadkomma jag väljer förnuft och den ansvarslösa invandringspolitik som präglat det här landet i över ett decennium börjar visa sina bi effekter välja kärleken vilket jävla skämt våga säga det till de drabbades föräldrar söner döttrar bröder systrar tyvärr precis förlorat sin älskade snart kommer väl uttalanden om hur synd människorna är om sveriges minoriteter det här landet är helt jävla upp och ner
6845,,1,inga tåg ell bilar stannar vid märsta ifrån märsta tar man buss fran arlanda men bredvid där dom hittade honom har du märstas största muslimghetto
173,6.0,0,damn  minst tre döda där    fyfan
6198,,1,första offret satt blodig vid guldsmedbutiken mellan barnhusgatan drottninggatan adolf fredriks kyrkogata måste ha varit det första där ölbilen sägs ju vart stulen utanför caliente på adolf fredriks kyrkogata en riktig sktirestaurang för övrigt kanske var det lastbilschaffisen som sägs försökt stoppa ölbilskaparen som satt där det var redan vid tretiden blod på gatan hoppas han klarade sig och vi vart alla tillbakamotade till stockholm som conference centre galmla ärevördiga norra latin nu ett konferenscenter och fan vad mycket unga blonda poliser i hjälm och kläder det sprang runt nåt slags mass manifestation vid fem sex eller nåt sånt kunde vi i tropp gå iväg mot norra bantorget jag tog vägen över kungsholmen via barnhusbron och förbi stadshuset och gångvägarna parallellt med tågspåren till övernattningslägenheten på söder det var en fin kväll jag sett så många promenerande i stockholm utsikten mot västerbron var bedövande och tänk att när såna här hemska saker händer så kan kvällen ändå vara superfin och jag tänker att jag kanske inte borde skriva så vasst på flashback har aldrig varit så nära förut det hemska och riktiga har bara läst och sett på tv att se på riktigt bara en sekund var inte upplyftande och inget blir ju bättre av att skriva hätskt inte ens i det fina vackra fantastiska mångkulturella sverige där dit allt och alla släpps in och det är nog sista gången jag jobbar i stockholm kanske också sista gången jag skriver vad jag tycker om det mångkulturella sverige den mångkulturella verkligheten jag sett i dag allt som jag sett i dag har kanske med fog täppt till truten på mig hårda ord rår inte bot på det skräp jag sett i dag ställer vi tillrätta södra tyskland känns betydligt tryggare trots att det är varken öppet eller en humanitär stormakt eller hbtq men glad att jag drar mig undan ölbilen och hoppas alla skadade klarar sig så helskinnade det bara är möjligt ruggigt nära så nära vill säga ingen av oss nätkommenterare komma verkligheten hoppas också att man skjuter gärningsmannen eller kvinnan vi är väl jämställda först får man gärna tortera honom henne bara lite lite humanitärt stormatksmässigt humant bara rispa lite först innan man skjuter skallen av honomhenne kanske av hans hennes släkt också
4615,381.0,0,farten  eller rörelseenergin  spelar in här    om du ligger på marken framför en lastbil  som håller låg fart  är det större chans att lastbilens hjul klättrar upp över din kropp  lastbilen och dess hjul färdas visserligen initialt i en riktning rakt framåt  och lastbilen och dess hjul  vill  egentligen fortsätta rakt fram  rakt igenom kroppen  men så länge rörelseenergin i riktningen rakt framåt är låg kan däck och fordon eventuellt påverkas av en lyftande kraft som utgörs av kroppen  så att lastbilen ändrar riktning snett uppåt  över kroppen  detta förutsatt att kroppen kan stå emot delar av lastbilens vikt    om du på samma sätt hamnat framför en lastbil som kör snabbt  då har den lastbilen betydligt mer rörelseenergi i riktningen rakt fram igenom kroppen  så här tenderar den lyftande kraft som kroppen utgör när lastbilen ska över bli försumbart liten  hjul och fordon kommer i mycket högre grad  vilja  fortsätta rakt fram  så hjul och fordon kommer fortsätta i princip rakt fram  utan någon större riktningsändring uppåt  utan att lyftas mer än försumbart från marken  till detta kommer också delar av fordonets vikt på kroppen  precis som vid låg fart  om då lastbilens hjul av dessa orsaker inte  vill  kan hinner lyfta mer än en centimeter eller något i den stilen  ja  då kan tyvärr resultatet inte bli bättre än ett lager av färs på en centimeter kvar som håller ihop kroppshalvorna  eller om förloppet är väldigt hastigt så kan så klart kroppsdelarna pressas ut med sådan hög hastighet kraft att de fortsätter färdas ifrån varandra  och helt lossnar från varandra    detta var ju ett ganska teoretiserat resonemang  om du istället för att ligga framför lastbilen  istället blir påkört och nedslagen till marken av den först  som vi får anta varit fallet i denna attack  kan ju olika kroppsdelar ha hunnit få lite diverse  rotationsriktningar  av smällen  som ytterligare bidrar till att delar slits av  kroppens  lyftkraft  kan ju redan ha förstörts också genom att ben redan gått sönder vid första smällen    men jag antar att det måste till att bli överkörd av ett hjul eller klämd mellan något för att man ska bli delad  jag tror inte kroppsdelar lossnar vid enbart påkörning ens vid mycket högre farter än detta  jag kan så klart ha fel  detta är inte mitt expertområde
3321,33.0,0,whatevah  han lär som sagt undersökas noggrant  enligt den teorin så kan det lika gärna vara den som lastat bilen på spendrups som är medhjälpare  ett flak öl var en bomb    men men
5286,,1,det tror jag faktiskt inte enl bilderna som publiceras så ser det inte ut aft vara så förödande tyvärr hade hoppats aldrig att hatet sd anhängare skulle ligga
3372,29.0,0,det där betonglejonet kan ha varit gårdagens största hjälte  bromsade kanske in lastbilen   gjorde att det lät nåt förbannat så folk hann undan och gjorde samtidigt lastbilen mer svårstyrd
3311,10.0,0,då borde han inte ha varit skriven på en stockholmsadress
7889,,1,som jag skrivit tidigare så har tompa zethraeus suttit barnvakt sedan mussen hinner inte planera vad han ska göra i framtiden
5663,,1,givetvis inte om du vet något om ifis och säg hizb ut tahrir al däremot så vet du eftersom de hatar ifis bögmuslimer och demokratiälskande diskomuslimer är vad de och andra normalt sett kallar ifis sum ibn rushd al liknande glöm inte att dorn radikala islamisterna hatar demokrati utan musik och tv och allt sånt de brukar stå utanför ute på södermalm ibland men det gäller mer stockholmsmosken gillar
7118,,1,bild fy fan overkill kolla hur denne polis se ut han skulle kunna starta på någon midjeväska och som turister brukar ha fram borat i sin film hånade och föraktade uzbeker landet styrs av en diktator från sovjettiden narsultan nu kommer man på om muslimer i sverige går man ur huse i fackeltåg trots att de ber om ursäkt this is a game changer i den svenska politiken
6548,,1,istället för att bemöda sig med att visa av sig och beklaga sorgen sitter nu muslimer och tänker rent politiskt på vad dom skall göra på vad dom skall bete sig och framförallt prata om rädsla för vad som kommer hända alla muslimer man tar inget ansvar för någonting när alla andra gör det är muslimer enbart rädda om sitt skinn dom har sig själva som offer trots att ni är deras jävla skitreligion som skapar all jävla terror i världen just nu dom agerar advokater och vissa kommer givetvis att säga om breivik namn som bataclan och beslan är det knappt få muslimer som vet låt oss inte nämna alla jävla indoktrinerade kvinnor unga som lever som skriker ut breivik men står som nollställda fånar när man nämner dessa dåd jag fattar taktiken man spelar offer och skyller innan man pekar finger på breivik
4679,24.0,0,men tänk efter lite nu    lastbilen kör förbi  butikspersonalen inser att det finns inspelat  backar inspelningen och spelar upp på monitor  och filmar av
3403,5.0,0,kan du utveckla detta tack
18,9.0,0,är någon i närheten             edit    åhléns är tydligen målet
3691,24.0,0,kan inte heller komma på något sånt exempel men flinks massaker i falun har ju vissa likeheter  helt oskylldiga och främmande människor mejas ned
6870,,1,har jobbat på rrgc t stric så han har torrt på fötterna som det är nån har säkert skrivit i att att dårar hittar skäl ändå men stör mej på tangenbordsriddare som sprider desinformation utav sån typ som inte gagnar någon annan än möjligen det korta personliga livet tangenbordsriddaren själv upplever nog om det vill inte kapa tråden med det här men kunde inte bara sitta tyst så jag läste det inlägg
4096,4.0,0,inte vad jag sett
3628,97.0,0,en sak jag inte blir klok på är hur terroristen kunnat lämna lastbilen helskinnad  den gick  vad jag förstår  i  knyck i timmen  han lär knappast ha använt bilbälte heller med tanke på den korta tiden han haft från att sno lastbilen och köra iväg med den  samt att han avvek från platsen snabbt    dels har vi det faktum att lastbilen krashade i full fart in i åhlens  vartpå förarhytten blivit fullständigt demolerad  och sedan dels det faktum att hela förarhytten var övertänd  hur kan man bara lugnt strutta iväg från platsen helt helskinnad efter något sådant
7188,,1,kan ta vägen vart så att mussen trodde att skulle dö efter krocken
2174,14.0,0,hoppas for fan att hon hittas i gott skick    har dottrar pa  och  sjalv
1356,34.0,0,vet inte varför vi inte får mer information längre  angående skadade döda  antalet exakta skadade har inte framkommit ännu och vi får hoppas att inga fler dör men antar att många ligger kritiskt skadade
5002,45.0,0,vem var det polisen brottade ner precis efter dådet  spreds bilder på vad folk trodde var gm men det var det inte  finns bl a  en film från en frisörsalong där detta filmas  är cirka  poliser som brottar ner en person  vem fan var det
5518,,1,man kan tro att du är delaktig så mycket som inte vill stänga ner sverige inte ens då liknande skedde så london för ett par veckor sen så tänkte man på att stänga heathrow samma i frankrike osv osv du är den mest invalida människa jag skådat på fb vet du vad gå inte to källaren med lås ner dig om du är så rädd men bidra inte till nerstängningen av 😉
8218,,1,är han en god refugee eller
3112,44.0,0,ett av argumenten för att inte gå med i nato har varit ökad risk för terrordåd  uppenbarligen har det inte hjälpt att vi är utanför nato    sanningen är den att många muslimer leder till många terrordåd  polen och ungern är säkrare i det hänseendet
182,9.0,0,enligt svt är polisen vid riksdagen  attack där också
7094,,1,du e ju helt galen varför måste en bil lukta krut vet du ens hur krut luktar antagligen inte
7181,,1,inte ens när det de facto sker ett gift så uppdaterar man hotbilden vilket det få ett tydligare bevis på vilken naivitet det här landet är förlorat jävla fitta och förbannad man blir vem i helvete vill skaffa barn i framtiden än tillåta sina barn växa upp i det nu samhället
1812,51.0,0,jag vet inte vem du menar  polisen menar att de gripit en person i märsta men att denna person inte  körde lastbilen på gågatan  om den gripna ändå har någonting med detta brott att göra innebär det att det finns minst två gm  det utesluter en besviken asylsökande som agerat ensamt
7233,,1,jaha så att han kan gå fri sen eller om man skickar han ill uzbekistan är man inte garantera att han någonsin kommer sitta han ska ruttna i finkan här och han dör helst
6492,,1,kända advokater dras ju till publicitet och hög mediebevakning som flugor till skit
4912,62.0,0,citerar mitt egna inlägg från kl  tv s reporter sa nyss att hon talat med uzbekens grannar  en av dessa grannar  som inte ville ställa upp i intervju  sa till reportern att uzbeken och hans associoerade var  emot islam   reportern frågade då om grannen menade  emot islam på samma sätt som is är emot en del muslimer    och då svarade grannen ja
1800,52.0,0,någon som har kolla på totalt antal skadade på sjukhus    karolinska gick ju ut med  skadade hos sig  men alla tv nyheter jag kollad sa tidigare i eftermiddag och kväll att skadade körts till olika sjukhus och att total siffror från attacken kunde dröja pga dett    någon som snappat upp någon info
2429,27.0,0,hade en god vän som åkte dit för detta  för mer än  år sedan  poliserna snodde  bilen och körde den runt hörnet   det blev böter för micke
7017,,1,vill du ha en live sändning från förhörsrummet eller tillägga att polisens jobb det har som högsta prioritet att informera såna som dig om varje steg dom har deras jobb är att samla sammanställa bevis förhöra alla på polishuset gm kommer ta dom så han blir åtalad och då får man ta allt av fupen som då är offentligt material då har fan bara gått timmar japp svenska staten är alldeles jävla koko man blir orolig när man läser såna här inlägg att vara skeptisk tror allt är sunt men du lider av någon sjukdom
5603,,1,ja han är ju år t om annat sägs ofta men fanskapet är ju isis flagga så skicka snuten till honom genast wtf
7832,,1,har du tappat alla jävla hjärnceller bakom vagnen uzbekistan st petersburg rysska efterlysningen att vi inte vill lämna ut den misstänka terroristen i egna attacker i europa som gm fallit till mö st petersburg s sthlm skiljer ut sig och ryssarna lär ta upp det här när läget är som gynnsammast s har dy USA och syrien att hantera jävla jubelåsna även säpo kommer att mörka ifall någon begått ett fatalt misstag som lett till en attack e du inget om hur säkerhetstjänster funkar lobotomerade aphjärna
6337,,1,varför utvisning om han blir utvisad sen 7 år eller nått så kommer han leva fri han ska sitta inne tills dom dör
6063,,1,absolut vi vet faktiskt för i helvete knappt ens vilka som är här
5624,,1,klart man väntar på lastzonen vad är dom annars till för problemet förutom alla jävla taxiidioter som man ständigt måste vifta iväg när kör utåt det drabbade kvarteret och har en timme utanför det centrala centrumet sry för ot
4987,13.0,0,men  men  det räcker väl med att sätta en pistol till chaufförens huvud
8444,,1,det är väl precis det som gör en så totalitär religion som islam oförenlig med svenska samhället där vi lämnat gamla sura ihopfantiserade böcker skrivna av perversa snuskhumrar bakom oss och baserar rådande samhällsstruktur på sunt förnuft istället spiritualism javisst men samhället men före gäller inte bara islam katolicismen hinduismen buddhismen dårskap alltihop som inte hör hemma i ett modernt samhälle hedersmord självmordsattacker kvinnoplågeri framhetsad terrorism och extremism ett skughsamhälle som vi o sverige helt enkelt inte rår för hur skall vi skydda oss mot sådant här det känns helt omöjligt vi måste ju hjälpa folk som behöver hjälp hur rent praktiskt gör vi det att stoppa sjuka som behöver hjälp är bara ett alternativ i mina ögon men efter gårdagens händelse måste vi omvärdera vår nuvarande ståndpunkt ordentligt om det visar sig att denne man faktiskt kunnat stoppas vid gränsen måste vi börja stoppa fler vid gränsen om chansen fanns hos någon av säpos stationer måste säpo får mer frihet att agera innan sådant här händer
4650,19.0,0,quote snoddas pappa               på vissa lastbilar räcker det att man plockar bort en säkring så kan du köra snabbare
1159,2.0,0,nationella insatsstyrkan
1213,15.0,0,polisen fick frågan på presskonferensen och svarade att bilden tagits  i nära samband med dådet
5480,,1,Ett land har väl någonsin vikit ner sig och lämnat över skulden för ett och det viktiga är att slipper fjanta runt och gödsla patetiska pk floskler
1325,48.0,1,två snubbar har det visats bilder på  bägge ser ut som mörka araber alt lite bleka afrikaner  men arab skulle jsg satsa på    hoppas terroristfanskapen fattar hur kontraproduktivt det är att ge sig på ett land som är  humanitär stormakt   som böjer sig baklänges för att tillfredsställa nyadeln
8041,,1,media går ut och säger att polisen inte behöver sprida obekräftade nyheter men media gör det ändå vad är det för nötter som hellre ger pengarna till svts tafatta programledare än till polisen svt skickade inte sina bästa reportrar till drottninggatan heller
5659,,1,En han hamnar på psyket för en normal frisk människa gör inte nå detta sätt men är han skyldig befarar jag han får fängelse o då kanske nån slår ihäl han på en 😂
4796,10.0,0,tre avled på drottninggatan och en på sjukhus enligt tv
1455,4.0,0,langa upp bilden då
5331,,1,i örebro så jublar vi vidare så varför skulle det bara vara där det är väl vida sant att större delen av sveriges invandrare gillar västerlänningar men bo här det går jättebra aldrig nånsin har jag mött ett folkslag med så fullständigt dubbelmoral på mus mer
4962,19.0,0,ehhhh   ensam galning   nej knappast   troligen en i terroristgänget som tillåts härja i sverige  har nån koll på dom
7433,,1,tja en lastbil av större bil lär ha kunnat meja ner minst lika många som lastbilen jag ser hellre en lösning där potentiella ja hur lite medborgare som helst förpassas ut till landet eller låses in
1644,51.0,0,har liknande scenario     det talar för att det inte var planerat för hur kunde han veta att lastbilen stod där just då    tror mer på att det var en asylsökande som fått nej från imsgeitionsverket och begår detta fruktansvärda för att få sitta i svenskt fängelse istället för att bli utvisad
2140,19.0,0,det är väl bättre att du berättar om du vet istället för att hänvisa till att andra ska söka
4536,51.0,0,videodemonstration av en sprinkler som utlöses   om detta är en indikation på hur en sprinkler kan låta så är det sannolikt att chockade människor tar det för skottlossning i en sådan situation som igår ägde rum  jag har själv aldrig hört sprinklar i verkligheten så kanske någon brandutbildad kan kommentera vidare
4457,10.0,0,muslimer     du tror väl inte han låter frugan ha facebookkonto
7335,,1,Kommer det nåt vettig live orkar jag höra på svts kärringar med enbart enerverande gnälliga röster
4378,32.0,1,ja vi ser ju hur det går när personen har lite innanför pannbenet breivik   det är bara att tacka gudarna att hissen inte går hela vägen upp hos de flesta av musslorna
729,8.0,0,och inte ett ord om antalet skadade döda
4357,34.0,1,jag sa det då och jag säger det nu  du är en idiot som hänger ut personer som du dragit fram namnen på ur arslet    fb  lastbil har kört in i folkmassa i stockholm
8360,,1,då måste du berika dig med hur islamistiskt uzbekistan är ganska övertygad om gör det blir mer införstående och
1936,17.0,0,den omnämns i den lokala nyhetssajten marsta nu   fb  lastbil har kört in i folkmassa i stockholm
3793,41.0,1,vore intressant att veta mer om var bilderna är ifrån  den svarta flaggan är muhammeds baner i krig  vilka moskéer  vilka personer etc  alla dessa hyser förmodligen samma terrorsympatier och måste kollas upp och lagföras  inget mer daltande med islamisterna tack
3736,1.0,0,arkiverat
7823,,1,och nu ska han ha en advokat till alltså han är inte välkommen attt ha två såna idioter ska ej ha advokater
6494,,1,det får inte komma ut något negativt om arabjävlarna även om du slaktat eri svensk årig flicka
1110,9.0,0,kanske det  men vem vet hur rationellt gm tänkte
7378,,1,eliasson anser personligen att militär bör kallas in så bra tryggt att veta av dålig flintskalle varför inte vad fan ska behöva hända för viss militär får kallas in då en nuke gahhh
2998,75.0,0,gripandet gick snabbt för att man stängde av tågtrafiken och han blir tvingad att ta första bästa tåg som visade sig åka till märsta  han verkar inte känna till området och promenerar längs med gångvägen som går från stationen  väljer man vägarna med minst folk hamnar man där han greps  hans tanke lär ha varit att gömma sig tills han kan ta sig hem till hjulsta där han bor tillsammans med  åringen som greps inatt
2394,18.0,0,de har agerat bättre än förväntat  tror nog att det bara var en tidsfråga  inte om utan när
1185,30.0,0,många gågator i våran avlånga land har dessa   men anledningen som i detta fallet är nog för att bud bilar och annat ska kunna ta sig till affärerna via gågatan
2007,13.0,0,där är bilden som tidigare laddats upp på twitter utifall den skulle försvinna
193,31.0,0,har varit med om lastbil fullastad med potatis som haft en förare som fått epilepsi men lyckligtvis i ett industriområde  han var på väg in till city men hann inte dit
8288,,1,klicka inte om du är känslig flera delar om man fungerar dina
578,71.0,0,tycker vi ska ta det lugnt med rykten från vänner  nyss skrev en vän att hans bror var fast i mall of scandinavia på grund av skottlossning  men det är ingen skottlossning där  däremot verkar det vara en uppmaning att hålla människor inne för att polisen ska kunna säkra stan områdena runt omkring och leta efter eventuella andra terrorgärningar  bomber etc   för säkerhets skull  där ingår stora köpcentrum att kolla av
771,10.0,0,panik  vittnen verkar mest kollat på själva lastbilen o förödelsen
2395,19.0,0,i princip allt är stängt  inte många som har lust att supa skallen av sig en sån här dag
1478,31.0,0,behövs tydlige kraftigare saker   detta då ett vittne berättade att lastbilen hade en betongsugga fastkilad framtill när den kom körandes   men det är klart  finns ju större än de normala  suggorna
1846,16.0,0,han kanske var på väg till arlanda men tåget stoppades i märsta på grund av dådet
7592,,1,trovärdighet nolla sköter du tråden genom att lägga ut vad tycker du
4274,19.0,0,det är svårt att bli dömd till psykvård idag  och de som blir det är ofta svårt sjuka människor
3740,11.0,0,det är flera som lagt upp den  backa bakåt några sidor
4600,15.0,0,japp det som är frågan  finns ebba på riktigt eller är det en fiktiv person
5843,,1,nog inte ensam om detta jobb som inte varit ett proffsjobb kanske klurat ut en grupp uzbeckiska byggjobbare eller suttit och hetsat upp sig över en bärs efter an ha insett att dom är underbetalda av peab och vill hämnas på svenskar men dels ska dom ju komma ut med ett budskap där dom tar på sig det hela annars kan man ju tolka det som om det ar några som är tveksamma till kommersialismen pä gågatan som gjort detta jag undviker själv drottninggatan på den anledningen men skulle aldrig gå till denna överdrift
6051,,1,tja en suv eller större kombi lär ha kunnat meja ner över lika många som lastbilen jag ser hellre en lösning där potentiella ja hur lite potentiella som helst drivs ut från bygget eller låses in
4915,67.0,1,visst  men man ska nog inte tro att terror mussarna dricker  knarkar och festar rent allmänt för att gå under radarn som en del i en större plan    det handlar nog mer om problematiska människor som tytt sig till och omfamnats av den ultimata terror religionen  dvs islam  lite som gängkriminella som härjar i landet men skyddade av islamvurmare ända upp i regeringen och finansierade av skattepengar
2073,8.0,0,finns inget krut i sprinklerampuller   de är vätskefyllda
4754,89.0,0,mm  de lär sig i moskeen att  komma på sned   de lär sig när de läser sin koran  en hjärntvätt som i varje normalt funtat samhälle skulle vara förbjuden  istället hjälper  samhället  till att bygga fler moskeer  ge stöd till muslimska föreningar och inrättar skolor för imamer    nej  det var nog ingen  planering av något terroristisk nätverk   det var bara ett dåd av en rättrogen    jag kan inte känna hat direkt mot gm  däremot ett stort hat mot hans läromästare och de som ser till att det får fortgå
1896,9.0,0,borde varit denna parkering som den gripne påträffades vid
